2002,12,13,-32767
2002,12,14,-32767
2002,12,15,-32767
2002,12,16,-32767
2002,12,17,-32767
2002,12,18,-32767
2002,12,19,-32767
2002,12,20,-32767
2002,12,21,-32767
2002,12,22,-32767
2002,12,23,-32767
2002,12,24,-32767
2002,12,25,-32767
2002,12,26,-32767
2002,12,27,-32767
2002,12,28,-32767
2002,12,29,-32767
2002,12,30,-32767
2002,12,31,-32767
2003,1,1,-32767
2003,1,2,-32767
2003,1,3,-32767
2003,1,4,-32767
2003,1,5,-32767
2003,1,6,-32767
2003,1,7,-32767
2003,1,8,-32767
2003,1,9,-32767
2003,1,10,-32767
2003,1,11,-32767
2003,1,12,-32767
2003,1,13,-32767
2003,1,14,-32767
2003,1,15,-32767
2003,1,16,-32767
2003,1,17,-32767
2003,1,18,-32767
2003,1,19,-32767
2003,1,20,-32767
2003,1,21,-32767
2003,1,22,-32767
2003,1,23,-32767
2003,1,24,-32767
2003,1,25,-32767
2003,1,26,-32767
2003,1,27,-32767
2003,1,28,-32767
2003,1,29,-32767
2003,1,30,-32767
2003,1,31,-32767
2003,2,1,-32767
2003,2,2,-32767
2003,2,3,-32767
2003,2,4,-32767
2003,2,5,-32767
2003,2,6,-32767
2003,2,7,-32767
2003,2,8,-32767
2003,2,9,-32767
2003,2,10,-32767
2003,2,11,-32767
2003,2,12,-32767
2003,2,13,-32767
2003,2,14,-32767
2003,2,15,-32767
2003,2,16,-32767
2003,2,17,-32767
2003,2,18,-32767
2003,2,19,-32767
2003,2,20,-32767
2003,2,21,-32767
2003,2,22,-32767
2003,2,23,-32767
2003,2,24,-32767
2003,2,25,-32767
2003,2,26,-32767
2003,2,27,-32767
2003,2,28,-32767
2003,3,1,-32767
2003,3,2,-32767
2003,3,3,-32767
2003,3,4,-32767
2003,3,5,-32767
2003,3,6,-32767
2003,3,7,-32767
2003,3,8,-32767
2003,3,9,-32767
2003,3,10,-32767
2003,3,11,-32767
2003,3,12,-32767
2003,3,13,-32767
2003,3,14,-32767
2003,3,15,-32767
2003,3,16,-32767
2003,3,17,-32767
2003,3,18,-32767
2003,3,19,-32767
2003,3,20,-32767
2003,3,21,-32767
2003,3,22,-32767
2003,3,23,-32767
2003,3,24,-32767
2003,3,25,-32767
2003,3,26,-32767
2003,3,27,-32767
2003,3,28,-32767
2003,3,29,-32767
2003,3,30,-32767
2003,3,31,-32767
2003,4,1,-32767
2003,4,2,-32767
2003,4,3,-32767
2003,4,4,-32767
2003,4,5,-32767
2003,4,6,-32767
2003,4,7,-32767
2003,4,8,-32767
2003,4,9,-32767
2003,4,10,-32767
2003,4,11,-32767
2003,4,12,-32767
2003,4,13,-32767
2003,4,14,-32767
2003,4,15,-32767
2003,4,16,-32767
2003,4,17,-32767
2003,4,18,-32767
2003,4,19,-32767
2003,4,20,-32767
2003,4,21,-32767
2003,4,22,-32767
2003,4,23,-32767
2003,4,24,-32767
2003,4,25,-32767
2003,4,26,-32767
2003,4,27,-32767
2003,4,28,-32767
2003,4,29,-32767
2003,4,30,-32767
2003,5,1,-32767
2003,5,2,-32767
2003,5,3,-32767
2003,5,4,-32767
2003,5,5,-32767
2003,5,6,-32767
2003,5,7,-32767
2003,5,8,-32767
2003,5,9,-32767
2003,5,10,-32767
2003,5,11,-32767
2003,5,12,-32767
2003,5,13,-32767
2003,5,14,-32767
2003,5,15,-32767
2003,5,16,-32767
2003,5,17,-32767
2003,5,18,-32767
2003,5,19,-32767
2003,5,20,-32767
2003,5,21,-32767
2003,5,22,-32767
2003,5,23,-32767
2003,5,24,-32767
2003,5,25,-32767
2003,5,26,-32767
2003,5,27,-32767
2003,5,28,-32767
2003,5,29,-32767
2003,5,30,-32767
2003,5,31,-32767
2003,6,1,-32767
2003,6,2,-32767
2003,6,3,-32767
2003,6,4,-32767
2003,6,5,-32767
2003,6,6,-32767
2003,6,7,-32767
2003,6,8,-32767
2003,6,9,-32767
2003,6,10,-32767
2003,6,11,-32767
2003,6,12,-32767
2003,6,13,-32767
2003,6,14,-32767
2003,6,15,-32767
2003,6,16,-32767
2003,6,17,-32767
2003,6,18,-32767
2003,6,19,-32767
2003,6,20,-32767
2003,6,21,-32767
2003,6,22,-32767
2003,6,23,-32767
2003,6,24,-32767
2003,6,25,-32767
2003,6,26,-32767
2003,6,27,-32767
2003,6,28,-32767
2003,6,29,-32767
2003,6,30,-32767
2003,7,1,-32767
2003,7,2,-32767
2003,7,3,-32767
2003,7,4,-32767
2003,7,5,-32767
2003,7,6,-32767
2003,7,7,-32767
2003,7,8,-32767
2003,7,9,-32767
2003,7,10,-32767
2003,7,11,-32767
2003,7,12,-32767
2003,7,13,-32767
2003,7,14,-32767
2003,7,15,-32767
2003,7,16,-32767
2003,7,17,-32767
2003,7,18,-32767
2003,7,19,-32767
2003,7,20,-32767
2003,7,21,-32767
2003,7,22,-32767
2003,7,23,-32767
2003,7,24,-32767
2003,7,25,-32767
2003,7,26,-32767
2003,7,27,-32767
2003,7,28,-32767
2003,7,29,-32767
2003,7,30,-32767
2003,7,31,-32767
2003,8,1,-32767
2003,8,2,-32767
2003,8,3,-32767
2003,8,4,-32767
2003,8,5,-32767
2003,8,6,-32767
2003,8,7,-32767
2003,8,8,-32767
2003,8,9,-32767
2003,8,10,-32767
2003,8,11,-32767
2003,8,12,-32767
2003,8,13,-32767
2003,8,14,-32767
2003,8,15,-32767
2003,8,16,-32767
2003,8,17,-32767
2003,8,18,-32767
2003,8,19,-32767
2003,8,20,-32767
2003,8,21,-32767
2003,8,22,-32767
2003,8,23,-32767
2003,8,24,-32767
2003,8,25,-32767
2003,8,26,-32767
2003,8,27,-32767
2003,8,28,-32767
2003,8,29,-32767
2003,8,30,-32767
2003,8,31,-32767
2003,9,1,-32767
2003,9,2,-32767
2003,9,3,-32767
2003,9,4,-32767
2003,9,5,-32767
2003,9,6,-32767
2003,9,7,-32767
2003,9,8,-32767
2003,9,9,-32767
2003,9,10,-32767
2003,9,11,-32767
2003,9,12,-32767
2003,9,13,-32767
2003,9,14,-32767
2003,9,15,-32767
2003,9,16,-32767
2003,9,17,-32767
2003,9,18,-32767
2003,9,19,-32767
2003,9,20,-32767
2003,9,21,-32767
2003,9,22,-32767
2003,9,23,-32767
2003,9,24,-32767
2003,9,25,-32767
2003,9,26,-32767
2003,9,27,-32767
2003,9,28,-32767
2003,9,29,-32767
2003,9,30,-32767
2003,10,1,-32767
2003,10,2,-32767
2003,10,3,-32767
2003,10,4,-32767
2003,10,5,-32767
2003,10,6,-32767
2003,10,7,-32767
2003,10,8,-32767
2003,10,9,-32767
2003,10,10,-32767
2003,10,11,-32767
2003,10,12,-32767
2003,10,13,-32767
2003,10,14,-32767
2003,10,15,-32767
2003,10,16,-32767
2003,10,17,-32767
2003,10,18,-32767
2003,10,19,-32767
2003,10,20,-32767
2003,10,21,-32767
2003,10,22,-32767
2003,10,23,-32767
2003,10,24,-32767
2003,10,25,-32767
2003,10,26,-32767
2003,10,27,-32767
2003,10,28,-32767
2003,10,29,-32767
2003,10,30,-32767
2003,10,31,-32767
2003,11,1,-32767
2003,11,2,-32767
2003,11,3,-32767
2003,11,4,-32767
2003,11,5,-32767
2003,11,6,-32767
2003,11,7,-32767
2003,11,8,-32767
2003,11,9,-32767
2003,11,10,-32767
2003,11,11,-32767
2003,11,12,-32767
2003,11,13,-32767
2003,11,14,-32767
2003,11,15,-32767
2003,11,16,-32767
2003,11,17,-32767
2003,11,18,-32767
2003,11,19,-32767
2003,11,20,-32767
2003,11,21,-32767
2003,11,22,-32767
2003,11,23,-32767
2003,11,24,-32767
2003,11,25,-32767
2003,11,26,-32767
2003,11,27,-32767
2003,11,28,-32767
2003,11,29,-32767
2003,11,30,-32767
2003,12,1,-32767
2003,12,2,-32767
2003,12,3,-32767
2003,12,4,-32767
2003,12,5,-32767
2003,12,6,-32767
2003,12,7,-32767
2003,12,8,-32767
2003,12,9,-32767
2003,12,10,-32767
2003,12,11,-32767
2003,12,12,-32767
2003,12,13,-32767
2003,12,14,-32767
2003,12,15,-32767
2003,12,16,-32767
2003,12,17,-32767
2003,12,18,-32767
2003,12,19,-32767
2003,12,20,-32767
2003,12,21,-32767
2003,12,22,-32767
2003,12,23,-32767
2003,12,24,-32767
2003,12,25,-32767
2003,12,26,-32767
2003,12,27,-32767
2003,12,28,-32767
2003,12,29,-32767
2003,12,30,-32767
2003,12,31,-32767
2004,1,1,-32767
2004,1,2,-32767
2004,1,3,-32767
2004,1,4,-32767
2004,1,5,-32767
2004,1,6,-32767
2004,1,7,-32767
2004,1,8,-32767
2004,1,9,-32767
2004,1,10,-32767
2004,1,11,-32767
2004,1,12,-32767
2004,1,13,-32767
2004,1,14,-32767
2004,1,15,-32767
2004,1,16,-32767
2004,1,17,-32767
2004,1,18,-32767
2004,1,19,-32767
2004,1,20,-32767
2004,1,21,-32767
2004,1,22,-32767
2004,1,23,-32767
2004,1,24,-32767
2004,1,25,-32767
2004,1,26,-32767
2004,1,27,-32767
2004,1,28,-32767
2004,1,29,-32767
2004,1,30,-32767
2004,1,31,-32767
2004,2,1,-32767
2004,2,2,-32767
2004,2,3,-32767
2004,2,4,-32767
2004,2,5,-32767
2004,2,6,-32767
2004,2,7,-32767
2004,2,8,-32767
2004,2,9,-32767
2004,2,10,-32767
2004,2,11,-32767
2004,2,12,-32767
2004,2,13,-32767
2004,2,14,-32767
2004,2,15,-32767
2004,2,16,-32767
2004,2,17,-32767
2004,2,18,-32767
2004,2,19,-32767
2004,2,20,-32767
2004,2,21,-32767
2004,2,22,-32767
2004,2,23,-32767
2004,2,24,-32767
2004,2,25,-32767
2004,2,26,-32767
2004,2,27,-32767
2004,2,28,-32767
2004,2,29,-32767
2004,3,1,-32767
2004,3,2,-32767
2004,3,3,-32767
2004,3,4,-32767
2004,3,5,-32767
2004,3,6,-32767
2004,3,7,-32767
2004,3,8,-32767
2004,3,9,-32767
2004,3,10,-32767
2004,3,11,-32767
2004,3,12,-32767
2004,3,13,-32767
2004,3,14,-32767
2004,3,15,-32767
2004,3,16,-32767
2004,3,17,-32767
2004,3,18,-32767
2004,3,19,-32767
2004,3,20,-32767
2004,3,21,-32767
2004,3,22,-32767
2004,3,23,-32767
2004,3,24,-32767
2004,3,25,-32767
2004,3,26,-32767
2004,3,27,-32767
2004,3,28,-32767
2004,3,29,-32767
2004,3,30,-32767
2004,3,31,-32767
2004,4,1,-32767
2004,4,2,-32767
2004,4,3,-32767
2004,4,4,-32767
2004,4,5,-32767
2004,4,6,-32767
2004,4,7,-32767
2004,4,8,-32767
2004,4,9,-32767
2004,4,10,-32767
2004,4,11,-32767
2004,4,12,-32767
2004,4,13,-32767
2004,4,14,-32767
2004,4,15,-32767
2004,4,16,-32767
2004,4,17,-32767
2004,4,18,-32767
2004,4,19,-32767
2004,4,20,-32767
2004,4,21,-32767
2004,4,22,-32767
2004,4,23,-32767
2004,4,24,-32767
2004,4,25,-32767
2004,4,26,-32767
2004,4,27,-32767
2004,4,28,-32767
2004,4,29,-32767
2004,4,30,-32767
2004,5,1,-32767
2004,5,2,-32767
2004,5,3,-32767
2004,5,4,-32767
2004,5,5,-32767
2004,5,6,-32767
2004,5,7,-32767
2004,5,8,-32767
2004,5,9,-32767
2004,5,10,-32767
2004,5,11,-32767
2004,5,12,-32767
2004,5,13,-32767
2004,5,14,-32767
2004,5,15,-32767
2004,5,16,-32767
2004,5,17,-32767
2004,5,18,-32767
2004,5,19,-32767
2004,5,20,-32767
2004,5,21,-32767
2004,5,22,-32767
2004,5,23,-32767
2004,5,24,-32767
2004,5,25,-32767
2004,5,26,-32767
2004,5,27,-32767
2004,5,28,-32767
2004,5,29,-32767
2004,5,30,-32767
2004,5,31,-32767
2004,6,1,-32767
2004,6,2,-32767
2004,6,3,-32767
2004,6,4,-32767
2004,6,5,-32767
2004,6,6,-32767
2004,6,7,-32767
2004,6,8,-32767
2004,6,9,-32767
2004,6,10,-32767
2004,6,11,-32767
2004,6,12,-32767
2004,6,13,-32767
2004,6,14,-32767
2004,6,15,-32767
2004,6,16,-32767
2004,6,17,-32767
2004,6,18,-32767
2004,6,19,-32767
2004,6,20,-32767
2004,6,21,-32767
2004,6,22,-32767
2004,6,23,-32767
2004,6,24,-32767
2004,6,25,-32767
2004,6,26,-32767
2004,6,27,-32767
2004,6,28,-32767
2004,6,29,-32767
2004,6,30,-32767
2004,7,1,-32767
2004,7,2,-32767
2004,7,3,-32767
2004,7,4,-32767
2004,7,5,-32767
2004,7,6,-32767
2004,7,7,-32767
2004,7,8,-32767
2004,7,9,-32767
2004,7,10,-32767
2004,7,11,-32767
2004,7,12,-32767
2004,7,13,-32767
2004,7,14,-32767
2004,7,15,-32767
2004,7,16,-32767
2004,7,17,-32767
2004,7,18,-32767
2004,7,19,-32767
2004,7,20,-32767
2004,7,21,-32767
2004,7,22,-32767
2004,7,23,-32767
2004,7,24,-32767
2004,7,25,-32767
2004,7,26,-32767
2004,7,27,-32767
2004,7,28,-32767
2004,7,29,-32767
2004,7,30,-32767
2004,7,31,-32767
2004,8,1,-32767
2004,8,2,-32767
2004,8,3,-32767
2004,8,4,-32767
2004,8,5,-32767
2004,8,6,-32767
2004,8,7,-32767
2004,8,8,-32767
2004,8,9,-32767
2004,8,10,-32767
2004,8,11,-32767
2004,8,12,-32767
2004,8,13,-32767
2004,8,14,-32767
2004,8,15,-32767
2004,8,16,-32767
2004,8,17,-32767
2004,8,18,-32767
2004,8,19,-32767
2004,8,20,-32767
2004,8,21,-32767
2004,8,22,-32767
2004,8,23,-32767
2004,8,24,-32767
2004,8,25,-32767
2004,8,26,-32767
2004,8,27,-32767
2004,8,28,-32767
2004,8,29,-32767
2004,8,30,-32767
2004,8,31,-32767
2004,9,1,-32767
2004,9,2,-32767
2004,9,3,-32767
2004,9,4,-32767
2004,9,5,-32767
2004,9,6,-32767
2004,9,7,-32767
2004,9,8,-32767
2004,9,9,-32767
2004,9,10,-32767
2004,9,11,-32767
2004,9,12,-32767
2004,9,13,-32767
2004,9,14,-32767
2004,9,15,-32767
2004,9,16,-32767
2004,9,17,-32767
2004,9,18,-32767
2004,9,19,-32767
2004,9,20,-32767
2004,9,21,-32767
2004,9,22,-32767
2004,9,23,-32767
2004,9,24,-32767
2004,9,25,-32767
2004,9,26,-32767
2004,9,27,-32767
2004,9,28,-32767
2004,9,29,-32767
2004,9,30,-32767
2004,10,1,-32767
2004,10,2,-32767
2004,10,3,-32767
2004,10,4,-32767
2004,10,5,-32767
2004,10,6,-32767
2004,10,7,-32767
2004,10,8,-32767
2004,10,9,-32767
2004,10,10,-32767
2004,10,11,-32767
2004,10,12,-32767
2004,10,13,-32767
2004,10,14,-32767
2004,10,15,-32767
2004,10,16,-32767
2004,10,17,-32767
2004,10,18,-32767
2004,10,19,-32767
2004,10,20,-32767
2004,10,21,-32767
2004,10,22,-32767
2004,10,23,-32767
2004,10,24,-32767
2004,10,25,-32767
2004,10,26,-32767
2004,10,27,-32767
2004,10,28,-32767
2004,10,29,-32767
2004,10,30,-32767
2004,10,31,-32767
2004,11,1,-32767
2004,11,2,-32767
2004,11,3,-32767
2004,11,4,-32767
2004,11,5,-32767
2004,11,6,-32767
2004,11,7,-32767
2004,11,8,-32767
2004,11,9,-32767
2004,11,10,-32767
2004,11,11,-32767
2004,11,12,-32767
2004,11,13,-32767
2004,11,14,-32767
2004,11,15,-32767
2004,11,16,-32767
2004,11,17,-32767
2004,11,18,-32767
2004,11,19,-32767
2004,11,20,-32767
2004,11,21,-32767
2004,11,22,-32767
2004,11,23,-32767
2004,11,24,-32767
2004,11,25,-32767
2004,11,26,-32767
2004,11,27,-32767
2004,11,28,-32767
2004,11,29,-32767
2004,11,30,-32767
2004,12,1,-32767
2004,12,2,-32767
2004,12,3,-32767
2004,12,4,-32767
2004,12,5,-32767
2004,12,6,-32767
2004,12,7,-32767
2004,12,8,-32767
2004,12,9,-32767
2004,12,10,-32767
2004,12,11,-32767
2004,12,12,-32767
2004,12,13,-32767
2004,12,14,-32767
2004,12,15,-32767
2004,12,16,-32767
2004,12,17,-32767
2004,12,18,-32767
2004,12,19,-32767
2004,12,20,-32767
2004,12,21,-32767
2004,12,22,-32767
2004,12,23,-32767
2004,12,24,-32767
2004,12,25,-32767
2004,12,26,-32767
2004,12,27,-32767
2004,12,28,-32767
2004,12,29,-32767
2004,12,30,-32767
2004,12,31,-32767
2005,1,1,-32767
2005,1,2,-32767
2005,1,3,-32767
2005,1,4,-32767
2005,1,5,-32767
2005,1,6,-32767
2005,1,7,-32767
2005,1,8,-32767
2005,1,9,-32767
2005,1,10,-32767
2005,1,11,-32767
2005,1,12,-32767
2005,1,13,-32767
2005,1,14,-32767
2005,1,15,-32767
2005,1,16,-32767
2005,1,17,-32767
2005,1,18,-32767
2005,1,19,-32767
2005,1,20,-32767
2005,1,21,-32767
2005,1,22,-32767
2005,1,23,-32767
2005,1,24,-32767
2005,1,25,-32767
2005,1,26,-32767
2005,1,27,-32767
2005,1,28,-32767
2005,1,29,-32767
2005,1,30,-32767
2005,1,31,-32767
2005,2,1,-32767
2005,2,2,-32767
2005,2,3,-32767
2005,2,4,-32767
2005,2,5,-32767
2005,2,6,-32767
2005,2,7,-32767
2005,2,8,-32767
2005,2,9,-32767
2005,2,10,-32767
2005,2,11,-32767
2005,2,12,-32767
2005,2,13,-32767
2005,2,14,-32767
2005,2,15,-32767
2005,2,16,-32767
2005,2,17,-32767
2005,2,18,-32767
2005,2,19,-32767
2005,2,20,-32767
2005,2,21,-32767
2005,2,22,-32767
2005,2,23,-32767
2005,2,24,-32767
2005,2,25,-32767
2005,2,26,-32767
2005,2,27,-32767
2005,2,28,-32767
2005,3,1,-32767
2005,3,2,-32767
2005,3,3,-32767
2005,3,4,-32767
2005,3,5,-32767
2005,3,6,-32767
2005,3,7,-32767
2005,3,8,-32767
2005,3,9,-32767
2005,3,10,-32767
2005,3,11,-32767
2005,3,12,-32767
2005,3,13,-32767
2005,3,14,-32767
2005,3,15,-32767
2005,3,16,-32767
2005,3,17,-32767
2005,3,18,-32767
2005,3,19,-32767
2005,3,20,-32767
2005,3,21,-32767
2005,3,22,-32767
2005,3,23,-32767
2005,3,24,-32767
2005,3,25,-32767
2005,3,26,-32767
2005,3,27,-32767
2005,3,28,-32767
2005,3,29,-32767
2005,3,30,-32767
2005,3,31,-32767
2005,4,1,-32767
2005,4,2,-32767
2005,4,3,-32767
2005,4,4,-32767
2005,4,5,-32767
2005,4,6,-32767
2005,4,7,-32767
2005,4,8,-32767
2005,4,9,-32767
2005,4,10,-32767
2005,4,11,-32767
2005,4,12,-32767
2005,4,13,-32767
2005,4,14,-32767
2005,4,15,-32767
2005,4,16,-32767
2005,4,17,-32767
2005,4,18,-32767
2005,4,19,-32767
2005,4,20,-32767
2005,4,21,-32767
2005,4,22,-32767
2005,4,23,-32767
2005,4,24,-32767
2005,4,25,-32767
2005,4,26,-32767
2005,4,27,-32767
2005,4,28,-32767
2005,4,29,-32767
2005,4,30,-32767
2005,5,1,-32767
2005,5,2,-32767
2005,5,3,-32767
2005,5,4,-32767
2005,5,5,-32767
2005,5,6,-32767
2005,5,7,-32767
2005,5,8,-32767
2005,5,9,-32767
2005,5,10,-32767
2005,5,11,-32767
2005,5,12,-32767
2005,5,13,-32767
2005,5,14,-32767
2005,5,15,-32767
2005,5,16,-32767
2005,5,17,-32767
2005,5,18,-32767
2005,5,19,-32767
2005,5,20,-32767
2005,5,21,-32767
2005,5,22,-32767
2005,5,23,-32767
2005,5,24,-32767
2005,5,25,-32767
2005,5,26,-32767
2005,5,27,-32767
2005,5,28,-32767
2005,5,29,-32767
2005,5,30,-32767
2005,5,31,-32767
2005,6,1,-32767
2005,6,2,-32767
2005,6,3,-32767
2005,6,4,-32767
2005,6,5,-32767
2005,6,6,-32767
2005,6,7,-32767
2005,6,8,-32767
2005,6,9,-32767
2005,6,10,-32767
2005,6,11,-32767
2005,6,12,-32767
2005,6,13,-32767
2005,6,14,-32767
2005,6,15,-32767
2005,6,16,-32767
2005,6,17,-32767
2005,6,18,-32767
2005,6,19,-32767
2005,6,20,-32767
2005,6,21,-32767
2005,6,22,-32767
2005,6,23,-32767
2005,6,24,-32767
2005,6,25,-32767
2005,6,26,-32767
2005,6,27,-32767
2005,6,28,-32767
2005,6,29,-32767
2005,6,30,-32767
2005,7,1,-32767
2005,7,2,-32767
2005,7,3,-32767
2005,7,4,-32767
2005,7,5,-32767
2005,7,6,-32767
2005,7,7,-32767
2005,7,8,-32767
2005,7,9,-32767
2005,7,10,-32767
2005,7,11,-32767
2005,7,12,-32767
2005,7,13,-32767
2005,7,14,-32767
2005,7,15,-32767
2005,7,16,-32767
2005,7,17,-32767
2005,7,18,-32767
2005,7,19,-32767
2005,7,20,-32767
2005,7,21,-32767
2005,7,22,-32767
2005,7,23,-32767
2005,7,24,-32767
2005,7,25,-32767
2005,7,26,-32767
2005,7,27,-32767
2005,7,28,-32767
2005,7,29,-32767
2005,7,30,-32767
2005,7,31,-32767
2005,8,1,-32767
2005,8,2,-32767
2005,8,3,-32767
2005,8,4,-32767
2005,8,5,-32767
2005,8,6,-32767
2005,8,7,-32767
2005,8,8,-32767
2005,8,9,-32767
2005,8,10,-32767
2005,8,11,-32767
2005,8,12,-32767
2005,8,13,-32767
2005,8,14,-32767
2005,8,15,-32767
2005,8,16,-32767
2005,8,17,-32767
2005,8,18,-32767
2005,8,19,-32767
2005,8,20,-32767
2005,8,21,-32767
2005,8,22,-32767
2005,8,23,-32767
2005,8,24,-32767
2005,8,25,-32767
2005,8,26,-32767
2005,8,27,-32767
2005,8,28,-32767
2005,8,29,-32767
2005,8,30,-32767
2005,8,31,-32767
2005,9,1,-32767
2005,9,2,-32767
2005,9,3,-32767
2005,9,4,-32767
2005,9,5,-32767
2005,9,6,-32767
2005,9,7,-32767
2005,9,8,-32767
2005,9,9,-32767
2005,9,10,-32767
2005,9,11,-32767
2005,9,12,-32767
2005,9,13,-32767
2005,9,14,-32767
2005,9,15,-32767
2005,9,16,-32767
2005,9,17,-32767
2005,9,18,-32767
2005,9,19,-32767
2005,9,20,-32767
2005,9,21,-32767
2005,9,22,-32767
2005,9,23,-32767
2005,9,24,-32767
2005,9,25,-32767
2005,9,26,-32767
2005,9,27,-32767
2005,9,28,-32767
2005,9,29,-32767
2005,9,30,-32767
2005,10,1,-32767
2005,10,2,-32767
2005,10,3,-32767
2005,10,4,-32767
2005,10,5,-32767
2005,10,6,-32767
2005,10,7,-32767
2005,10,8,-32767
2005,10,9,-32767
2005,10,10,-32767
2005,10,11,-32767
2005,10,12,-32767
2005,10,13,-32767
2005,10,14,-32767
2005,10,15,-32767
2005,10,16,-32767
2005,10,17,-32767
2005,10,18,-32767
2005,10,19,-32767
2005,10,20,-32767
2005,10,21,-32767
2005,10,22,-32767
2005,10,23,-32767
2005,10,24,-32767
2005,10,25,-32767
2005,10,26,-32767
2005,10,27,-32767
2005,10,28,-32767
2005,10,29,-32767
2005,10,30,-32767
2005,10,31,-32767
2005,11,1,-32767
2005,11,2,-32767
2005,11,3,-32767
2005,11,4,-32767
2005,11,5,-32767
2005,11,6,-32767
2005,11,7,-32767
2005,11,8,-32767
2005,11,9,-32767
2005,11,10,-32767
2005,11,11,-32767
2005,11,12,-32767
2005,11,13,-32767
2005,11,14,-32767
2005,11,15,-32767
2005,11,16,-32767
2005,11,17,-32767
2005,11,18,-32767
2005,11,19,-32767
2005,11,20,-32767
2005,11,21,-32767
2005,11,22,-32767
2005,11,23,-32767
2005,11,24,-32767
2005,11,25,-32767
2005,11,26,-32767
2005,11,27,-32767
2005,11,28,-32767
2005,11,29,-32767
2005,11,30,-32767
2005,12,1,-32767
2005,12,2,-32767
2005,12,3,-32767
2005,12,4,-32767
2005,12,5,-32767
2005,12,6,-32767
2005,12,7,-32767
2005,12,8,-32767
2005,12,9,-32767
2005,12,10,-32767
2005,12,11,-32767
2005,12,12,-32767
2005,12,13,-32767
2005,12,14,-32767
2005,12,15,-32767
2005,12,16,-32767
2005,12,17,-32767
2005,12,18,-32767
2005,12,19,-32767
2005,12,20,-32767
2005,12,21,-32767
2005,12,22,-32767
2005,12,23,-32767
2005,12,24,-32767
2005,12,25,-32767
2005,12,26,-32767
2005,12,27,-32767
2005,12,28,-32767
2005,12,29,-32767
2005,12,30,-32767
2005,12,31,-32767
2006,1,1,-32767
2006,1,2,-32767
2006,1,3,-32767
2006,1,4,-32767
2006,1,5,-32767
2006,1,6,-32767
2006,1,7,-32767
2006,1,8,-32767
2006,1,9,-32767
2006,1,10,-32767
2006,1,11,-32767
2006,1,12,-32767
2006,1,13,-32767
2006,1,14,-32767
2006,1,15,-32767
2006,1,16,-32767
2006,1,17,-32767
2006,1,18,-32767
2006,1,19,-32767
2006,1,20,-32767
2006,1,21,-32767
2006,1,22,-32767
2006,1,23,-32767
2006,1,24,-32767
2006,1,25,-32767
2006,1,26,-32767
2006,1,27,-32767
2006,1,28,-32767
2006,1,29,-32767
2006,1,30,-32767
2006,1,31,-32767
2006,2,1,-32767
2006,2,2,-32767
2006,2,3,-32767
2006,2,4,-32767
2006,2,5,-32767
2006,2,6,-32767
2006,2,7,-32767
2006,2,8,-32767
2006,2,9,-32767
2006,2,10,-32767
2006,2,11,-32767
2006,2,12,-32767
2006,2,13,-32767
2006,2,14,-32767
2006,2,15,-32767
2006,2,16,-32767
2006,2,17,-32767
2006,2,18,-32767
2006,2,19,-32767
2006,2,20,-32767
2006,2,21,-32767
2006,2,22,-32767
2006,2,23,-32767
2006,2,24,-32767
2006,2,25,-32767
2006,2,26,-32767
2006,2,27,-32767
2006,2,28,-32767
2006,3,1,-32767
2006,3,2,-32767
2006,3,3,-32767
2006,3,4,-32767
2006,3,5,-32767
2006,3,6,-32767
2006,3,7,-32767
2006,3,8,-32767
2006,3,9,-32767
2006,3,10,-32767
2006,3,11,-32767
2006,3,12,-32767
2006,3,13,-32767
2006,3,14,-32767
2006,3,15,-32767
2006,3,16,-32767
2006,3,17,-32767
2006,3,18,-32767
2006,3,19,-32767
2006,3,20,-32767
2006,3,21,-32767
2006,3,22,-32767
2006,3,23,-32767
2006,3,24,-32767
2006,3,25,-32767
2006,3,26,-32767
2006,3,27,-32767
2006,3,28,-32767
2006,3,29,-32767
2006,3,30,-32767
2006,3,31,-32767
2006,4,1,-32767
2006,4,2,-32767
2006,4,3,-32767
2006,4,4,-32767
2006,4,5,-32767
2006,4,6,-32767
2006,4,7,-32767
2006,4,8,-32767
2006,4,9,-32767
2006,4,10,-32767
2006,4,11,-32767
2006,4,12,-32767
2006,4,13,-32767
2006,4,14,-32767
2006,4,15,-32767
2006,4,16,-32767
2006,4,17,-32767
2006,4,18,-32767
2006,4,19,-32767
2006,4,20,-32767
2006,4,21,-32767
2006,4,22,-32767
2006,4,23,-32767
2006,4,24,-32767
2006,4,25,-32767
2006,4,26,-32767
2006,4,27,-32767
2006,4,28,-32767
2006,4,29,-32767
2006,4,30,-32767
2006,5,1,-32767
2006,5,2,-32767
2006,5,3,-32767
2006,5,4,-32767
2006,5,5,-32767
2006,5,6,-32767
2006,5,7,-32767
2006,5,8,-32767
2006,5,9,-32767
2006,5,10,-32767
2006,5,11,-32767
2006,5,12,-32767
2006,5,13,-32767
2006,5,14,-32767
2006,5,15,-32767
2006,5,16,-32767
2006,5,17,-32767
2006,5,18,-32767
2006,5,19,-32767
2006,5,20,-32767
2006,5,21,-32767
2006,5,22,-32767
2006,5,23,-32767
2006,5,24,-32767
2006,5,25,-32767
2006,5,26,-32767
2006,5,27,-32767
2006,5,28,-32767
2006,5,29,-32767
2006,5,30,-32767
2006,5,31,-32767
2006,6,1,-32767
2006,6,2,-32767
2006,6,3,-32767
2006,6,4,-32767
2006,6,5,-32767
2006,6,6,-32767
